======== Warning: The profile is invalid or incomplete
======== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
36.6115s  7.6660us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358410]
36.6117s  6.2500us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358447]
36.6118s  5.4170us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358454]
36.6119s  6.9170us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358461]
36.6120s  7.7500us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358468]
36.6121s  7.7500us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358475]
36.6123s  6.0830us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358512]
36.6124s  5.8330us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358519]
36.6125s  7.5000us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358526]
36.6127s  7.5830us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358533]
36.6128s  7.6670us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358540]
36.6130s  6.1670us              (1 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358577]
36.6131s  5.9170us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_rsqrt_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358584]
36.6132s  7.4170us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358591]
36.6133s  7.5830us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358598]
36.6134s  7.7500us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_difference_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358605]
36.6144s  1.0371ms                    -               -         -         -         -  2.0767MB  2.0024GB/s        GK20A (0)         1        14  [CUDA memcpy HtoD]
36.6157s     417ns                    -               -         -         -         -  22.151MB   5e+04GB/s        GK20A (0)         1        13  [CUDA memset]
36.6181s  40.801ms           (1 2704 1)       (16 16 1)        62  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorImagePatchOp<int=-1, int=-1, Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [4358665]
36.6589s  13.202ms              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [4358672]
36.6733s  8.1077ms              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [4358679]
36.6814s  9.1513ms              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358686]
36.6906s  3.6895ms              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [4358693]
36.6952s  7.6377ms              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [4358700]
36.7029s  1.1670us                    -               -         -         -         -      120B  102.83MB/s        GK20A (0)         1        13  [CUDA memcpy HtoD]
36.7029s  56.598ms              (1 1 1)      (1024 1 1)        19        0B        0B         -           -        GK20A (0)         1        13  void tensorflow::internal::TransposeKernel<unsigned int>(int, unsigned int const *, int const *, int, tensorflow::internal::TransposeKernel<unsigned int>*) [4358714]
36.8183s  2.8818ms              (2 1 1)      (1024 1 1)        16        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorReductionOp<Eigen::internal::MaxReducer<float>, Eigen::array<int, unsigned int=1> const , Eigen::TensorMap<Eigen::Tensor<float const , int=3, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=2) [4358725]
36.8238s  1.0000us                    -               -         -         -         -  11.076MB   1e+04GB/s        GK20A (0)         1        13  [CUDA memset]
36.8250s  69.146ms            (1 676 1)       (16 16 1)        62  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorImagePatchOp<int=-1, int=-1, Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [4358738]
36.8949s  6.6083ms              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [4358745]
